,Bedroom Info,Bathroom Info,Rooms Info,Interior Info,Exterior Info,Property Info,Laundry Info,Fireplace Info,Flooring Info,Kitchen+Dining Info,Living Room Info
15265,[],[],[],[],[],[],[],[],[],[],[]
15267,[],[],[],[],[],"['walk', 'carpet', 'wood']",[],[],[],[],[]
15268,[],[],[],[],[],[],[],[],[],[],[]
15269,[],[],['deck'],[],[],[],[],[],[],[],['walk']
15270,[],[],[],[],[],[],[],[],[],[],[]
15271,[],[],[],[],[],[],[],[],[],[],[]
15272,[],[],[],[],[],[],[],[],[],[],[]
15273,[],[],[],[],[],"['dryer', 'carpet']",[],[],[],[],[]
15274,[],[],[],[],[],[],[],[],[],[],[]
15275,[],[],[],[],"['laminate', 'carpet']","['ceiling fan', 'vaulted', 'walk', 'pantry', 'walk']",[],[],[],[],['office']
15276,[],[],[],[],[],"['bar', 'granite', 'carpet', 'wood']",[],"['dryer', 'dryer', 'washer']",[],[],[]
15278,[],[],['deck'],[],[],"['dryer', 'washer', 'wood']",[],[],[],[],[]
15280,[],[],"['patio', 'patio', 'pool']",['fireplace'],[],[],[],[],[],[],[]
15281,[],[],['patio'],[],[],"['dryer', 'washer', 'fireplace']",[],['walk'],[],[],[]
15282,[],[],[],[],[],[],[],[],[],[],[]
15283,[],[],[],['fireplace'],[],"['wood', 'island', 'pantry']",[],[],[],[],[]
15284,[],[],[],[],[],['wood'],[],[],[],[],[]
15285,[],[],"['patio', 'patio', 'patio']",[],['carpet'],"['pantry', 'walk']",[],[],[],[],[]
15287,[],[],[],[],['carpet'],"['walk', 'pantry', 'walk']",[],[],[],[],['office']
15288,[],[],[],[],['carpet'],"['vaulted', 'walk', 'pantry', 'walk']",[],[],[],[],['office']
15289,[],[],[],[],[],[],[],[],[],[],[]
15290,[],[],['patio'],[],['carpet'],['walk'],[],[],[],[],[]
15291,[],[],"['pool', 'pool']",[],['carpet'],[],[],[],[],[],[]
15292,[],[],"['pool', 'pool', 'spa']",[],['carpet'],"['dryer', 'washer', 'walk']",[],[],[],[],[]
15293,[],[],[],[],[],"['carpet', 'carpet', 'wood']",[],[],[],[],[]
15294,[],['walk'],[],[],[],[],"['granite', 'pantry', 'island', 'bar']",[],[],[],[]
15295,[],[],[],[],[],[],[],[],[],[],[]
15296,[],[],['patio'],[],[],['fireplace'],[],[],[],[],[]
15297,[],[],['deck'],[],[],"['fireplace', 'wood', 'dryer', 'washer']",[],[],"['ceiling fan', 'fireplace']",[],[]
15298,[],[],['pool'],['fireplace'],[],[],[],[],[],[],[]
15299,[],[],[],[],[],[],[],[],[],[],[]
15300,[],[],[],[],[],[],[],[],[],[],[]
15301,[],[],[],[],[],[],[],[],[],"['dryer', 'washer']",[]
15303,[],[],['pool'],['fireplace'],[],"['pantry', 'island', 'walk', 'wood']",[],[],[],[],[]
15304,[],[],[],[],[],"['dryer', 'washer']",[],[],[],[],[]
15305,[],[],"['patio', 'deck']",[],[],['laminate'],[],[],[],"['laminate', 'wood']",[]
15306,[],[],"['pool', 'pool']",[],[],"['laminate', 'dryer', 'washer']",['laminate'],"['dryer', 'washer']",[],[],[]
15308,[],[],['patio'],[],['carpet'],['walk'],[],[],[],[],[]
15309,[],[],[],[],['carpet'],['bar'],[],[],[],[],[]
15310,[],"['ceiling fan', 'walk']","['patio', 'pool']",[],[],"['fireplace', 'pool', 'island', 'walk', 'ceiling fan', 'dryer', 'dryer', 'washer', 'washer', 'office', 'pantry', 'carpet', 'wood']",[],[],[],[],[]
15311,[],[],[],[],[],[],[],[],[],[],[]
15312,[],[],[],[],[],"['fireplace', 'pantry', 'vaulted', 'walk']",[],[],[],['patio'],[]
15313,[],[],"['patio', 'patio']",[],['carpet'],['walk'],[],[],[],[],[]
15314,[],[],[],"['fireplace', 'wood']",[],"['washer', 'dryer']",[],[],[],"['deck', 'vaulted']",['office']
15315,[],[],[],[],[],['fireplace'],[],[],[],[],[]
15316,[],[],[],[],[],[],[],[],[],[],[]
15317,['granite'],[],['pool'],[],[],"['walk', 'ceiling fan', 'fireplace', 'patio', 'fireplace', 'wood', 'wood']","['bar', 'island', 'granite']",[],[],[],"['bar', 'bar', 'office']"
15318,[],[],[],['fireplace'],[],"['carpet', 'carpet', 'island', 'walk', 'wood']",[],[],[],[],[]
15319,[],[],[],[],[],['carpet'],[],[],[],[],[]
15320,[],[],[],[],[],[],[],[],[],[],[]
15321,[],[],[],[],[],[],[],[],[],[],[]
15322,[],['walk'],"['patio', 'deck', 'pool', 'pool', 'pool']",[],[],"['bar', 'walk', 'washer', 'dryer', 'wood', 'fireplace']",[],[],[],[],['island']
15323,['walk'],[],"['pool', 'patio', 'deck']",[],[],"['vaulted', 'carpet', 'laminate']",[],[],[],[],"['laminate', 'washer', 'dryer', 'dryer']"
15324,[],[],"['pool', 'pool', 'spa', 'spa']",['fireplace'],[],[],[],[],[],[],[]
15325,[],[],[],[],[],"['dryer', 'washer', 'carpet']",[],[],[],[],[]
15326,[],[],[],[],[],[],[],[],[],[],[]
15327,[],[],"['patio', 'patio', 'patio', 'pool']",['fireplace'],[],['ceiling fan'],[],['dryer'],[],[],[]
15328,[],[],[],[],[],[],[],[],[],[],[]
15329,[],[],[],[],[],['fireplace'],[],[],[],[],[]
15330,[],[],[],[],[],[],[],[],[],[],[]
15331,[],[],"['pool', 'pool']","['wood', 'fireplace']",[],[],[],[],[],[],[]
15332,[],[],['pool'],['fireplace'],['carpet'],[],[],"['dryer', 'washer']",[],[],['walk']
15333,[],[],['patio'],[],[],"['carpet', 'walk']",[],"['dryer', 'washer']",[],['pool'],['bar']
15334,[],[],"['patio', 'pool', 'pool']",[],[],[],[],[],[],[],[]
15335,[],[],"['patio', 'deck']",[],[],['fireplace'],[],[],[],['wood'],[]
15336,[],[],[],[],[],['carpet'],[],[],[],[],[]
15337,[],[],['wood'],[],[],[],[],[],[],[],[]
15338,[],[],"['pool', 'pool', 'pool']","['fireplace', 'fireplace', 'wood']",[],[],[],[],[],[],[]
15340,[],[],[],[],[],[],[],[],[],[],[]
15341,[],[],[],[],[],['wood'],[],[],[],[],[]
15342,[],[],[],[],[],['walk'],['washer'],[],[],[],[]
15343,[],['walk'],['pool'],[],[],"['fireplace', 'carpet', 'laminate']","['laminate', 'pantry', 'bar']",[],[],[],[]
15344,[],[],"['deck', 'patio']",[],[],[],[],[],[],[],[]
15345,[],[],"['pool', 'pool', 'spa', 'spa']",['fireplace'],[],[],[],[],[],[],[]
15346,[],[],[],[],[],"['ceiling fan', 'carpet']",['island'],[],[],[],[]
15347,[],[],[],[],['carpet'],[],[],[],[],[],[]
15348,[],[],"['patio', 'deck']",[],[],['wood'],[],[],[],[],"['walk', 'office']"
15349,[],[],[],['wood'],"['laminate', 'carpet']",[],[],[],[],[],[]
15350,[],[],['patio'],[],[],"['walk', 'carpet', 'washer', 'dryer']",[],[],[],[],[]
15351,[],[],['patio'],[],"['carpet', 'laminate']","['wood', 'walk']",[],[],[],[],[]
15352,[],[],[],[],[],['carpet'],"['granite', 'pantry', 'island', 'bar']",[],[],[],[]
15353,[],[],[],[],[],['carpet'],[],[],[],[],[]
15354,"['quartz', 'granite']",[],"['pool', 'spa', 'hot tub', 'spa', 'hot tub']",[],[],"['walk', 'ceiling fan', 'wood']","['island', 'bar', 'quartz', 'pantry', 'walk']",[],[],[],"['bar', 'bar', 'washer', 'dryer']"
15355,[],[],[],['fireplace'],[],['fireplace'],[],[],[],"['deck', 'patio']",[]
15356,[],[],['wood'],[],[],"['bar', 'island', 'pantry', 'walk', 'walk', 'pantry', 'ceiling fan', 'dryer', 'carpet', 'laminate', 'wood']",[],[],[],[],[]
15358,['walk'],[],"['patio', 'patio', 'pool', 'pool']",[],['carpet'],['ceiling fan'],[],"['dryer', 'washer']",[],[],[]
15359,[],[],[],[],[],[],[],[],[],[],[]
15360,[],[],['patio'],[],[],"['ceiling fan', 'walk', 'carpet', 'wood']",['pantry'],[],[],[],['office']
15361,[],['carpet'],[],[],[],"['fireplace', 'vaulted', 'carpet', 'fireplace', 'island', 'pantry', 'walk', 'carpet', 'wood', 'quartz']",['wood'],[],['fireplace'],[],[]
15363,[],[],"['pool', 'pool', 'spa']","['fireplace', 'fireplace']","['carpet', 'wood']","['dryer', 'high ceiling', 'vaulted', 'walk', 'bar']",[],[],[],[],['office']
15364,[],[],['wood'],[],[],"['fireplace', 'fireplace', 'pantry', 'walk', 'wood']",[],[],[],['deck'],[]
15365,[],[],[],[],[],[],[],[],[],[],[]
15366,[],[],[],[],[],"['fireplace', 'wood', 'office', 'carpet', 'laminate']",[],[],[],[],[]
15367,[],[],[],[],[],[],[],[],[],[],[]
15368,[],[],"['pool', 'pool']",[],[],"['dryer', 'washer', 'high ceiling', 'walk']",[],[],[],[],[]
15369,[],[],[],[],[],"['carpet', 'granite', 'washer', 'dryer']",[],[],[],[],[]
15370,[],[],['pool'],[],['wood'],[],[],[],[],[],['bar']
15371,[],[],"['deck', 'wood']",[],[],"['laminate', 'walk', 'washer', 'dryer']",[],[],[],[],[]
15372,[],[],[],[],[],"['fireplace', 'wood', 'carpet']",[],[],[],[],[]
15373,[],[],"['patio', 'patio', 'pool']",[],[],"['spa', 'spa']",[],[],[],[],[]
15374,[],[],"['pool', 'pool', 'spa', 'spa']","['fireplace', 'fireplace', 'patio']",[],"['pantry', 'pool', 'spa', 'carpet']",[],['dryer'],[],[],"['walk', 'walk', 'pantry']"
15375,[],[],['pool'],[],[],['wood'],[],[],[],[],"['washer', 'dryer']"
15376,[],[],[],[],"['laminate', 'carpet']",['vaulted'],[],[],[],[],[]
15377,[],[],[],['fireplace'],[],[],[],[],[],"['deck', 'vaulted', 'washer', 'dryer', 'island', 'ceiling fan']",[]
15378,[],[],['wood'],[],[],"['fireplace', 'fireplace', 'bar', 'island', 'pantry', 'walk', 'wood']",[],[],[],[],['wood']
15379,[],[],[],[],[],[],[],[],[],[],[]
15380,['vaulted'],[],[],['fireplace'],[],"['carpet', 'walk']","['bar', 'pantry']",[],[],[],['office']
15381,[],[],[],[],[],"['walk', 'walk']",[],[],[],"['vaulted', 'high ceiling', 'pantry']",[]
15382,[],[],[],[],[],[],[],[],[],[],[]
15383,[],[],[],['fireplace'],[],[],[],[],[],"['ceiling fan', 'walk', 'washer', 'dryer']",['walk']
15384,[],[],[],[],[],[],[],[],[],[],['patio']
15385,[],[],[],[],[],[],[],[],[],[],[]
15386,[],[],"['pool', 'pool', 'patio', 'deck']","['wood', 'fireplace']",[],"['bar', 'high ceiling', 'granite', 'carpet', 'laminate']",[],"['dryer', 'dryer', 'washer']",[],[],[]
15387,[],['walk'],[],[],[],"['washer', 'dryer']",[],[],[],[],[]
15388,[],[],[],['fireplace'],[],[],[],[],[],[],[]
15389,[],[],[],[],[],[],[],[],[],[],[]
15390,[],['carpet'],[],[],[],"['vaulted', 'wood', 'laminate']","['pantry', 'wood', 'laminate']",[],"['wood', 'laminate']",[],[]
15391,[],[],['patio'],[],['carpet'],"['high ceiling', 'vaulted', 'walk']",[],[],[],[],[]
15393,[],[],['patio'],[],[],['carpet'],[],[],[],[],"['bar', 'granite', 'pantry']"
15394,[],[],"['patio', 'patio', 'pool']",[],['wood'],['granite'],[],[],[],[],[]
15395,[],[],"['patio', 'deck', 'patio']",[],[],"['granite', 'fireplace']",[],[],[],"['wood', 'wood']",[]
15397,[],[],"['pool', 'pool', 'spa']",[],[],"['fireplace', 'carpet', 'vaulted']","['granite', 'island']",[],[],[],[]
15398,[],[],"['pool', 'patio', 'patio']",[],[],"['carpet', 'carpet', 'fireplace', 'fireplace']",[],[],[],[],"['laminate', 'washer', 'dryer', 'dryer']"
15399,[],[],[],[],[],"['fireplace', 'carpet', 'laminate']",[],[],[],[],[]
15400,[],[],[],[],[],[],[],[],[],[],[]
15401,[],[],['wood'],[],[],[],[],[],[],[],[]
15402,[],"['walk', 'walk']","['deck', 'hot tub', 'patio']",['fireplace'],[],"['carpet', 'high ceiling', 'walk']",[],"['dryer', 'washer']",[],['pool'],"['office', 'office', 'bar', 'island', 'granite', 'marble']"
15403,[],['walk'],['patio'],[],[],"['walk', 'laminate']",[],[],[],[],['office']
15404,[],[],['walk'],['fireplace'],[],"['carpet', 'walk']","['island', 'pantry', 'walk']",[],[],[],[]
15405,[],[],[],['fireplace'],[],"['carpet', 'walk']","['bar', 'pantry']",[],[],[],[]
15407,[],[],[],['wood'],[],[],[],[],[],[],[]
15408,[],[],[],['fireplace'],[],[],[],[],[],[],[]
15409,[],[],[],[],[],['carpet'],[],[],[],[],[]
15410,[],[],[],[],[],[],[],[],[],[],[]
15411,[],[],[],[],[],[],[],[],[],[],[]
15412,[],[],[],[],[],['wood'],[],[],[],[],[]
15413,[],[],"['patio', 'patio', 'pool']",['fireplace'],['carpet'],"['ceiling fan', 'spa']",['bar'],"['dryer', 'washer']",[],[],[]
15414,[],[],[],[],[],[],[],[],[],[],[]
15415,[],[],[],[],['carpet'],['walk'],[],[],[],[],[]
15416,[],[],['pool'],[],[],"['bar', 'marble']",[],[],[],[],[]
15417,[],[],[],[],[],[],[],[],[],[],[]
15418,[],[],"['patio', 'pool', 'pool']",[],[],"['wood', 'fireplace']",[],[],[],[],[]
15419,[],[],"['patio', 'pool']",[],[],"['pantry', 'walk', 'dryer', 'washer']",[],[],[],['pool'],['bar']
15420,[],[],[],"['fireplace', 'fireplace', 'fireplace']",[],[],[],[],[],[],[]
15421,['marble'],[],"['pool', 'pool', 'pool', 'pool', 'pool', 'pool', 'spa', 'hot tub', 'spa', 'hot tub', 'spa', 'hot tub', 'spa', 'hot tub', 'spa']",[],[],"['bar', 'vaulted', 'carpet', 'fireplace', 'fireplace', 'fireplace', 'fireplace', 'fireplace', 'walk', 'pantry']","['dryer', 'washer', 'bar', 'granite', 'island']",[],[],[],[]
15422,['jets'],['walk'],"['patio', 'pool', 'pool', 'pool', 'pool', 'pool', 'pool', 'pool', 'pool', 'spa', 'hot tub', 'spa', 'hot tub', 'spa', 'hot tub', 'spa', 'hot tub', 'spa', 'spa', 'spa']",[],[],"['vaulted', 'carpet', 'fireplace', 'fireplace', 'fireplace', 'fireplace', 'fireplace']","['dryer', 'dryer', 'washer', 'bar', 'granite']",[],[],[],[]
15423,[],[],[],[],[],[],[],[],[],[],[]
15424,[],[],[],[],[],"['fireplace', 'fireplace']",[],[],[],[],"['bar', 'office']"
15425,[],[],"['fireplace', 'patio', 'deck', 'patio']",[],[],"['granite', 'marble', 'fireplace']",[],[],[],"['carpet', 'wood', 'wood']",[]
15427,[],[],[],[],[],"['fireplace', 'wood', 'carpet', 'laminate']",[],[],[],[],[]
15428,[],[],[],[],"['carpet', 'wood']",['wood'],[],[],[],[],[]
15429,[],[],[],[],[],[],"['dryer', 'washer']",[],[],[],[]
15430,[],[],['deck'],[],[],[],[],[],[],[],[]
15431,[],[],[],[],[],[],[],[],[],[],[]
15432,[],[],[],[],[],"['walk', 'carpet']",[],[],[],[],['walk']
15433,[],[],[],[],[],[],[],[],[],"['pantry', 'walk', 'walk', 'dryer', 'washer']",[]
15434,[],[],[],[],[],[],[],[],[],[],[]
15435,[],[],['patio'],"['fireplace', 'fireplace']",[],"['carpet', 'laminate']",[],[],[],[],[]
15436,[],[],[],"['fireplace', 'fireplace']",[],"['dryer', 'washer']",[],[],[],[],[]
15437,[],['walk'],['spa'],[],[],"['fireplace', 'carpet', 'laminate', 'vaulted']",['granite'],[],[],[],[]
15438,[],[],[],['fireplace'],[],"['wood', 'wood']",[],[],[],[],[]
15440,[],[],"['patio', 'patio']",[],['wood'],[],[],[],[],[],[]
15441,[],[],[],['fireplace'],[],"['walk', 'carpet']","['bar', 'island', 'pantry', 'walk']",[],[],[],[]
15442,[],[],"['pool', 'pool']",[],['marble'],"['dryer', 'washer', 'high ceiling', 'wood', 'vaulted', 'walk']",[],[],[],[],[]
15443,[],['walk'],[],[],[],"['fireplace', 'pool', 'walk', 'island', 'walk', 'pantry', 'carpet', 'wood']",[],[],[],[],[]
15444,[],[],[],[],[],[],[],[],[],"['deck', 'patio']",[]
15445,[],[],[],[],[],[],[],[],[],[],[]
15446,[],['carpet'],[],[],[],[],"['island', 'pantry']",[],['carpet'],[],[]
15448,[],[],"['patio', 'pool']",[],[],['carpet'],[],[],[],"['dryer', 'washer']",[]
15449,[],[],[],[],[],['carpet'],[],[],[],[],[]
15451,[],[],[],[],[],['wood'],[],[],[],[],[]
15452,[],[],"['patio', 'deck', 'patio', 'pool']","['patio', 'fireplace']",['wood'],['pantry'],[],"['dryer', 'dryer', 'washer']",[],[],[]
15453,[],['walk'],['patio'],[],[],"['carpet', 'wood', 'vaulted', 'walk']",[],[],[],['pool'],"['office', 'pantry', 'island']"
15454,[],[],[],[],[],[],[],[],[],[],[]
15455,[],[],"['pool', 'pool', 'pool']",[],[],[],[],[],[],[],[]
15456,[],[],['deck'],[],[],"['washer', 'dryer', 'walk', 'ceiling fan', 'walk', 'bar', 'wood']",[],[],[],[],"['office', 'bar', 'pantry']"
15457,[],[],"['deck', 'patio']",[],[],"['fireplace', 'fireplace', 'walk', 'carpet', 'laminate']",[],[],[],[],[]
15458,[],[],[],[],[],"['walk', 'carpet']",[],[],[],[],[]
15459,[],[],"['pool', 'pool']",[],[],['carpet'],"['granite', 'pantry', 'bar']",[],[],[],[]
15462,[],[],[],[],[],['wood'],[],[],[],[],[]
15463,[],[],['pool'],[],[],['wood'],[],[],[],[],[]
15464,[],[],"['patio', 'pool']",[],[],[],[],[],[],['pool'],[]
15465,[],[],[],[],[],['fireplace'],[],[],[],[],[]
15466,[],[],"['patio', 'spa', 'pool']",[],[],"['ceiling fan', 'dryer', 'fireplace', 'fireplace', 'carpet', 'wood', 'laminate', 'washer', 'dryer']",[],[],[],[],[]
15467,[],[],[],[],[],[],[],[],[],[],[]
15468,[],[],"['spa', 'spa']",[],[],"['pantry', 'bar', 'dryer', 'carpet', 'laminate']",[],[],[],[],[]
15469,[],[],"['patio', 'deck']",[],[],"['carpet', 'laminate']",[],"['dryer', 'washer']",[],[],[]
15470,[],[],[],[],[],[],[],[],[],[],[]
15471,[],[],[],"['fireplace', 'wood']",[],['wood'],[],[],[],[],[]
15472,[],['walk'],[],[],[],"['carpet', 'laminate']",['granite'],[],[],[],[]
15473,[],[],[],"['fireplace', 'wood']",[],"['dryer', 'washer', 'carpet']",[],[],[],[],[]
15475,[],[],[],[],[],"['vaulted', 'fireplace', 'wood', 'carpet', 'wood']",[],[],[],[],[]
15476,[],[],"['deck', 'deck', 'pool']",[],[],"['vaulted', 'carpet', 'wood']",[],[],[],"['dryer', 'washer']",[]
15477,[],[],['patio'],[],[],[],[],[],[],[],[]
15478,[],[],['patio'],[],[],"['ceiling fan', 'carpet', 'wood', 'bar', 'fireplace', 'walk']",[],[],[],[],[]
15479,[],[],[],[],[],"['bar', 'pantry', 'laminate', 'wood']",[],[],[],[],[]
15480,[],[],"['patio', 'wood']",[],[],"['bar', 'vaulted', 'fireplace', 'carpet', 'laminate']",[],[],[],[],[]
15481,[],[],"['patio', 'patio']","['fireplace', 'fireplace', 'wood']",['carpet'],"['dryer', 'washer', 'bar']",[],[],[],[],[]
15482,['jets'],['walk'],[],[],[],"['fireplace', 'fireplace', 'carpet', 'vaulted']",['pantry'],[],[],[],[]
15483,[],[],['patio'],[],[],"['fireplace', 'wood', 'carpet', 'laminate', 'walk']",[],[],[],[],[]
15484,[],[],[],[],[],[],[],[],[],[],[]
15485,[],[],"['pool', 'patio', 'patio', 'patio']",[],[],"['fireplace', 'fireplace', 'fireplace']",[],[],[],[],"['washer', 'dryer', 'dryer']"
15486,[],[],"['patio', 'pool', 'pool', 'pool', 'pool', 'pool', 'spa', 'hot tub', 'spa', 'hot tub', 'spa', 'hot tub', 'spa', 'hot tub', 'spa']",[],[],"['carpet', 'fireplace', 'fireplace', 'fireplace', 'fireplace', 'fireplace']","['dryer', 'washer', 'island', 'pantry']",[],[],[],[]
15487,['walk'],['ceiling fan'],['patio'],"['fireplace', 'fireplace']",[],"['carpet', 'wood']","['granite', 'island', 'pantry']",[],[],[],[]
15488,[],[],[],[],[],[],[],[],[],[],[]
15489,[],[],"['patio', 'patio', 'pool']",[],[],"['office', 'vaulted', 'granite', 'carpet']",[],[],[],"['dryer', 'washer']",[]
15490,[],"['walk', 'ceiling fan']",['patio'],[],['laminate'],"['washer', 'dryer', 'bar']",[],[],[],[],[]
15492,[],[],[],[],[],[],[],[],[],[],[]
15493,[],[],[],[],[],"['dryer', 'washer', 'carpet', 'carpet', 'island', 'pantry', 'wood']",[],[],[],[],"['washer', 'dryer']"
15494,['granite'],[],['spa'],[],[],"['ceiling fan', 'bar', 'walk', 'fireplace', 'fireplace', 'wood', 'carpet']",['granite'],[],[],[],[]
15495,[],[],[],[],[],['wood'],[],[],[],[],[]
15496,[],[],['deck'],[],[],"['fireplace', 'wood', 'dryer', 'fireplace', 'washer']",[],[],[],[],"['wood', 'carpet', 'fireplace', 'wood']"
15497,[],[],[],[],[],[],[],[],[],[],[]
15498,[],[],"['deck', 'patio', 'wood']",[],[],"['fireplace', 'carpet', 'wood']",[],[],[],[],[]
15499,[],[],[],[],[],[],[],[],[],[],[]
15500,[],[],"['deck', 'wood']",[],[],"['wood', 'carpet']",[],[],[],[],"['office', 'office', 'office']"
15501,[],[],"['deck', 'wood']",['fireplace'],[],"['island', 'ceiling fan', 'dryer', 'washer', 'carpet']",[],[],[],[],[]
15502,[],[],"['deck', 'patio', 'pool', 'pool', 'patio', 'patio']",[],[],"['island', 'dryer', 'washer', 'wood', 'carpet', 'wood']",[],[],[],[],[]
15504,[],[],[],"['fireplace', 'fireplace', 'wood']",[],[],[],[],[],[],[]
15505,[],[],['deck'],[],[],"['carpet', 'laminate', 'wood', 'laminate', 'washer', 'dryer']",[],[],[],"['washer', 'dryer']",[]
15506,[],['walk'],"['pool', 'pool', 'pool', 'pool', 'spa']",['fireplace'],[],"['deck', 'patio', 'spa', 'hot tub', 'carpet', 'wood', 'ceiling fan']","['granite', 'island']",[],[],[],[]
15507,[],[],[],[],[],"['washer', 'dryer', 'carpet', 'carpet', 'wood']",[],[],[],[],[]
15508,['jets'],[],"['patio', 'pool', 'pool', 'pool', 'pool', 'pool', 'pool', 'pool', 'pool', 'spa', 'hot tub', 'spa', 'hot tub', 'spa', 'hot tub', 'spa', 'hot tub', 'spa']",[],[],"['vaulted', 'carpet', 'fireplace', 'fireplace', 'fireplace', 'fireplace', 'fireplace']","['dryer', 'washer', 'bar', 'granite']",[],[],[],[]
15509,[],[],[],[],"['laminate', 'carpet']",['walk'],[],[],[],[],['office']
15510,[],[],['patio'],[],[],"['spa', 'fireplace']",[],[],[],[],[]
15511,[],[],[],[],[],"['carpet', 'wood']",[],[],[],[],[]
15512,[],[],[],[],['carpet'],"['dryer', 'washer', 'high ceiling']",[],[],[],[],[]
15513,[],[],"['patio', 'wood']",[],[],"['pantry', 'vaulted']",[],[],[],[],"['office', 'office']"
15514,[],[],"['pool', 'pool']",[],"['marble', 'wood']","['island', 'walk']",[],[],[],['pool'],['bar']
15515,[],[],['wood'],['fireplace'],[],[],[],[],[],[],[]
15516,[],[],[],[],[],[],[],[],[],[],[]
15517,[],[],"['patio', 'patio']",[],"['carpet', 'laminate']","['dryer', 'washer', 'walk']",[],[],[],[],['office']
15518,[],['walk'],"['pool', 'pool', 'pool']",[],[],[],['pantry'],[],[],[],[]
15519,[],[],[],[],[],"['carpet', 'dryer', 'washer', 'washer', 'dryer']",[],[],[],[],[]
15520,[],[],[],[],[],[],[],[],[],"['patio', 'ceiling fan']",[]
15521,[],[],['patio'],[],[],['fireplace'],[],[],[],[],[]
15522,[],[],[],[],[],"['vaulted', 'sauna', 'bar']",['island'],[],[],[],[]
15523,[],"['walk', 'walk']",['deck'],[],[],"['carpet', 'wood']",[],[],[],[],[]
15524,[],[],[],['fireplace'],[],['carpet'],[],[],[],[],[]
15525,[],[],"['patio', 'patio', 'spa', 'pool']",[],[],"['dryer', 'fireplace', 'wood', 'fireplace', 'carpet', 'washer', 'dryer']",[],[],[],[],[]
15526,[],[],['pool'],['fireplace'],[],[],[],[],[],[],['walk']
15527,[],[],[],['fireplace'],[],"['carpet', 'walk']","['island', 'pantry']",[],[],[],[]
15528,[],"['walk', 'walk']",['patio'],['fireplace'],[],"['carpet', 'wood', 'high ceiling', 'walk']",[],"['dryer', 'washer']",[],['pool'],"['office', 'pantry', 'island', 'granite', 'marble', 'walk', 'pantry']"
15529,[],[],[],[],[],[],[],[],[],[],[]
15530,[],[],['patio'],[],['carpet'],"['dryer', 'washer']",[],[],[],[],[]
15531,[],[],[],"['fireplace', 'wood']",[],"['washer', 'dryer', 'carpet', 'pantry', 'wood']",[],[],[],[],[]
15532,[],[],[],[],[],"['laminate', 'marble', 'ceiling fan']",[],[],[],[],[]
15533,[],[],[],[],[],[],[],[],[],[],[]
15535,[],[],[],[],[],"['island', 'pantry', 'bar', 'dryer', 'washer', 'carpet']",[],[],[],[],[]
15536,[],['carpet'],[],[],[],[],['island'],[],['carpet'],[],[]
15537,[],[],['deck'],[],[],[],[],[],[],[],[]
15538,[],['walk'],[],[],[],[],"['pantry', 'bar']",[],[],[],[]
15539,[],[],"['pool', 'spa', 'spa']",[],"['carpet', 'laminate']","['dryer', 'washer']",[],[],[],[],[]
15540,[],[],[],[],[],[],[],[],[],[],[]
15541,[],[],[],"['fireplace', 'wood']",[],"['ceiling fan', 'dryer', 'carpet', 'wood']",[],[],[],[],[]
15542,[],[],['patio'],[],[],"['island', 'pantry', 'ceiling fan', 'carpet', 'laminate', 'wood']",[],[],[],[],[]
15544,[],[],['deck'],[],[],[],[],[],[],[],[]
15545,[],[],['patio'],[],[],"['carpet', 'wood', 'vaulted', 'walk', 'fireplace', 'fireplace']",[],[],[],"['washer', 'dryer']",['walk']
15547,[],[],['wood'],[],[],"['dryer', 'walk', 'walk', 'bar', 'carpet', 'wood', 'fireplace', 'wood']",[],[],[],[],"['bar', 'pantry']"
15548,[],[],"['deck', 'pool']",[],[],"['walk', 'vaulted', 'carpet', 'laminate']",[],[],[],"['dryer', 'washer']",[]
15549,[],[],['patio'],[],[],"['ceiling fan', 'carpet', 'wood']",[],[],[],[],[]
15550,[],[],[],[],"['carpet', 'laminate']","['dryer', 'washer']",[],[],[],[],[]
15552,[],[],[],[],[],[],[],[],[],[],[]
15553,[],[],['patio'],[],[],"['fireplace', 'wood', 'wood', 'walk']",[],[],[],[],[]
15554,[],[],[],[],[],"['washer', 'dryer']",[],[],[],[],[]
15555,[],[],"['fireplace', 'pool']",[],[],['walk'],[],[],[],['patio'],"['island', 'walk', 'pantry']"
15556,[],['carpet'],[],['wood'],[],['vaulted'],"['bar', 'pantry']",[],[],[],[]
15557,[],[],['patio'],['fireplace'],[],"['island', 'walk', 'dryer', 'carpet']",[],[],[],[],[]
15558,[],[],"['patio', 'patio']",[],[],[],[],[],[],[],['walk']
15559,['marble'],[],[],[],[],"['fireplace', 'fireplace', 'fireplace', 'dryer', 'washer']",[],[],[],[],"['pantry', 'fireplace']"
15561,[],[],[],['fireplace'],[],['walk'],"['island', 'pantry']",[],[],[],[]
15562,[],"['wood', 'walk']",['deck'],[],[],"['fireplace', 'wood']",[],[],[],[],"['wood', 'wood', 'fireplace', 'wood', 'island', 'granite', 'fireplace', 'wood']"
15563,[],[],[],[],['carpet'],['walk'],[],[],[],[],[]
15564,[],"['ceiling fan', 'walk']",['patio'],[],[],"['wood', 'washer', 'dryer']","['island', 'bar', 'pantry', 'granite']",[],['ceiling fan'],['pool'],[]
15565,[],[],['patio'],[],[],['wood'],[],[],[],[],[]
15566,[],['walk'],['pool'],[],[],['fireplace'],['pantry'],[],[],[],[]
15567,[],[],[],[],[],[],[],[],[],[],[]
